-90.651901	176.147034	-104.264076	198.80426	-120.045334	226.679688	-138.459763	258.456665	-160.196732	300.925964	-199.768524	370.091492	-276.371796	502.202759	-388.391174	729.608276	-665.4198	1227.938965	-1767.18811	3447.755859
-99.496178	191.036972	-114.801628	218.607849	-132.700241	250.285706	-153.822906	286.861511	-179.121033	335.878723	-239.239288	441.313507	-330.892273	589.148315	-463.899139	829.099243	-831.20813	1416.873169	-2372.774658	4726.424805
-106.954918	205.155472	-123.387733	234.773102	-142.56398	268.747345	-165.111053	307.851379	-193.951324	366.740814	-262.737457	483.794556	-357.703217	637.030151	-490.19519	834.344482	-826.330994	1352.990479	-1916.105591	3446.057373
-112.702309	216.035583	-129.667587	246.610413	-149.295807	281.383148	-172.114105	320.945404	-202.756851	382.394165	-271.20993	498.626282	-363.63147	647.239685	-489.468262	833.231079	-670.682983	1300.283936	-2336.403809	4750.609375
-116.637413	223.470184	-133.634827	254.079346	-153.085556	288.498474	-175.40361	327.119202	-201.32579	378.754028	-266.865814	489.603333	-354.662933	630.05072	-473.473816	804.311462	-664.911682	1201.440918	-1677.536011	3257.469727
-118.844666	227.604416	-135.526291	257.603149	-154.415634	290.962158	-175.840775	327.924713	-200.264618	368.741699	-249.548859	456.792542	-331.058807	586.458252	-443.02533	787.90564	-747.122437	1276.758789	-2304.816162	4767.4375
-119.509476	228.779785	-135.676224	257.798584	-153.825348	289.768494	-174.230682	324.843201	-197.297073	363.185059	-223.710358	412.992065	-286.322998	544.633545	-399.378418	759.891174	-741.564697	1265.321045	-2384.832031	3868.573242
-118.838081	227.383682	-134.405197	255.266632	-151.774292	285.777161	-171.188354	319.022064	-193.02124	355.124084	-217.926056	394.263672	-247.198074	457.378723	-313.621368	656.836548	-583.976563	1202.086426	-2277.284424	4776.978516
-116.995575	223.730453	-131.950607	250.457764	-148.579346	279.587402	-167.1091	311.206726	-187.897171	345.423645	-211.576111	382.409058	-240.118774	431.338806	-358.005096	630.803162	-647.4823	1157.2146	-2449.032715	3963.975098
-114.062752	217.979584	-128.424896	243.591888	-144.384827	271.479675	-162.165039	301.72998	-182.115295	334.450592	-204.853424	370.024231	-269.931061	486.427673	-370.819244	686.331665	-686.476074	1259.806396	-2256.335205	4785.661133
-110.01342	210.09259	-123.793953	234.617538	-139.147354	261.38678	-156.30307	290.507355	-175.613815	323.894073	-223.708755	405.750793	-292.312408	512.407898	-384.537231	660.223816	-682.190063	1167.745361	-2493.949707	3943.210449
-104.701065	202.38324	-117.855476	223.175476	-132.602875	248.838379	-149.198212	276.959137	-178.986649	333.355713	-230.854172	418.850311	-298.17215	523.181458	-387.212494	735.994019	-552.706787	1164.763184	-2237.029785	4784.521973
-97.877243	194.785706	-110.241898	210.481079	-124.241074	232.923767	-140.183838	265.120728	-178.086151	331.362244	-228.914536	414.970245	-294.704712	516.650085	-381.602142	638.259033	-627.837585	1118.695557	-2529.697021	4009.442871
-89.272408	185.550522	-100.493561	199.963409	-113.340584	216.359665	-131.605255	249.877609	-169.119827	314.214966	-218.056412	394.503967	-282.222961	499.966217	-368.107239	671.10083	-654.784912	1247.89502	-2223.010986	4781.646973
-84.88533	180.720093	-89.199623	188.134186	-99.258644	201.643463	-116.585838	228.66008	-149.777466	294.366211	-193.984467	382.227844	-253.831604	501.693054	-360.41806	692.235718	-653.162537	1116.902832	-2547.69165	3970.30127
-84.672394	180.278778	-88.939735	187.600281	-93.534805	195.596573	-98.579819	206.663849	-118.09922	252.035126	-150.634033	317.670959	-195.01712	414.374756	-283.664581	637.785034	-539.55011	1154.605957	-2209.603271	4767.402344
-84.672394	180.278778	-88.939735	187.600281	-93.534805	195.596573	-108.084038	214.019653	-133.935898	244.415375	-167.036911	291.826996	-219.35762	389.611572	-354.120483	593.782349	-615.055786	1097.228271	-2557.799316	4023.782715
-84.88533	180.720093	-89.199623	188.134186	-99.258644	201.643463	-116.585838	222.897079	-149.777466	278.102203	-193.984467	350.356873	-253.831604	459.41687	-360.41806	656.037476	-653.162537	1235.000854	-2199.168945	4746.860352
-89.272408	185.550522	-100.493561	199.963409	-113.340584	216.359665	-131.605255	249.877609	-169.119827	314.214966	-218.056412	394.503967	-282.222961	493.498047	-368.107239	640.001587	-654.784912	1080.919922	-2558.635986	3955.228516
-97.877243	194.785706	-110.241898	210.481079	-124.241074	232.923767	-140.183838	265.120728	-178.086151	331.362244	-228.914536	414.970245	-294.704712	516.650085	-381.602142	740.271118	-544.267517	1172.105103	-1513.29834	4042.995361
-104.701065	202.38324	-117.855476	223.175476	-132.602875	248.838379	-149.198212	276.959137	-178.986649	333.355713	-230.854172	418.850311	-298.17215	523.181458	-387.212494	648.302246	-612.056396	908.934082	-2547.492188	3250.733887
-110.01342	210.09259	-123.793953	234.617538	-139.147354	261.38678	-156.30307	290.507355	-175.613815	323.894073	-223.708755	405.750793	-292.312408	512.407898	-384.537231	677.427551	-682.190063	1218.620605	-1652.305054	4146.254883
-114.062752	217.979584	-128.424896	243.591888	-144.384827	271.479675	-162.165039	301.72998	-182.115295	334.450592	-204.853424	395.396698	-269.931061	526.361206	-370.819244	721.270264	-686.476074	1183.057617	-2529.326172	3890.266113
-116.995575	223.730453	-131.950607	250.457764	-148.579346	279.587402	-167.1091	311.206726	-187.897171	345.423645	-211.576111	398.405457	-239.407013	479.525787	-295.2453	653.250366	-567.234619	1214.716919	-1553.113525	4002.14624
-118.838081	227.383682	-134.405197	255.266632	-151.774292	285.777161	-171.188354	319.022064	-193.02124	355.124084	-217.926056	394.263672	-247.198074	436.762329	-343.215179	591.186462	-618.109924	995.951782	-2499.694092	3333.092773
-119.509476	228.779785	-135.676224	257.798584	-153.825348	289.768494	-174.230682	324.843201	-197.297073	363.185059	-223.710358	405.003235	-286.322998	506.596619	-399.378418	719.685791	-741.564697	1235.422119	-1748.780762	4133.612793
-118.844666	227.604416	-135.526291	257.603149	-154.415634	290.962158	-175.840775	327.924713	-200.264618	368.741699	-249.548859	456.792542	-331.058807	586.458252	-443.02533	749.708008	-747.122437	1233.033813	-2462.621582	3428.375
-116.637413	223.470184	-133.634827	254.079346	-153.085556	288.498474	-175.40361	327.119202	-201.32579	378.754028	-266.865814	489.603333	-354.662933	630.05072	-473.473816	818.285706	-644.552002	1309.463623	-1632.530151	3310.066162
-112.702309	216.035583	-129.667587	246.610413	-149.295807	281.383148	-172.114105	320.945404	-202.756851	382.394165	-271.20993	498.626282	-363.63147	647.239685	-489.468262	833.231079	-670.682983	1061.366699	-2414.205811	3065.590088
-106.954918	205.155472	-123.387733	234.773102	-142.56398	268.747345	-165.111053	309.496887	-193.951324	366.740814	-262.737457	483.794556	-357.703217	637.030151	-490.19519	834.344482	-826.330994	1316.838257	-1916.105591	3318.56543
-99.496178	191.036972	-114.801628	220.683823	-132.700241	256.385925	-153.822906	298.775513	-179.121033	349.80304	-239.239288	441.711243	-330.892273	591.516479	-463.899139	855.265381	-831.20813	1437.57666	-2372.774658	3486.309082
-90.651901	181.303802	-104.264069	208.528137	-120.045334	240.090668	-138.459763	276.919525	-160.196732	320.393463	-199.768524	399.537048	-276.371796	552.743591	-388.391174	776.782349	-665.419739	1330.8396	-1767.18811	3534.376221
-99.496178	191.036972	-114.80162	218.607849	-132.700226	250.285675	-153.822906	286.861511	-179.121017	335.878693	-239.239319	441.313538	-330.892242	589.148315	-463.899139	829.099243	-831.20813	1416.873169	-2372.774658	4726.424805
-101.321762	197.328705	-118.598839	220.605576	-139.306061	252.244614	-164.416992	303.649048	-195.41069	367.519836	-234.712326	448.726837	-335.415375	605.466675	-503.527283	940.380249	-771.466675	1485.896851	-1565.41272	3085.064697
-110.40963	211.294449	-129.306839	236.914551	-151.947052	268.886169	-179.363815	324.722565	-213.076355	394.16333	-262.076721	488.651703	-377.826965	663.512939	-550.854065	935.783142	-809.223877	1455.619995	-2431.757324	4748.441895
-117.640648	222.317719	-137.427643	249.181671	-160.947021	281.173645	-189.128967	331.622925	-223.286209	401.739136	-278.703979	502.735809	-393.288574	675.744751	-559.093689	976.96167	-799.191284	1602.939819	-1552.628296	3435.375977
-122.807709	230.126556	-142.83078	257.254028	-166.36998	289.194611	-194.206345	327.114044	-227.424133	390.771423	-280.696899	487.453369	-390.543182	653.341858	-547.228149	883.41626	-814.347473	1261.018066	-2480.523926	4767.4375
-125.957077	234.843811	-145.739548	261.523438	-168.74437	292.586823	-195.62738	329.017578	-227.309647	372.215454	-268.832336	462.393951	-372.038727	651.104614	-519.806396	932.410461	-732.689514	1359.636475	-1561.307251	2966.80835
-127.29052	236.839859	-146.545837	262.648193	-168.737015	292.4216	-194.434402	327.020508	-224.458542	391.617401	-260.089905	489.826874	-330.855133	652.004761	-465.673553	922.527344	-668.277832	1329.741455	-2517.586182	4779.146484
-127.057091	236.571533	-145.651016	261.316101	-166.941238	289.674713	-191.444412	322.431458	-219.920135	375.457397	-253.57399	457.340759	-294.445618	565.330933	-351.11438	784.047485	-512.844971	1296.679932	-1435.788208	3829.041992
-125.470459	234.462341	-143.368881	258.104614	-163.784088	285.09436	-187.200333	316.169617	-214.338165	352.440063	-246.349548	395.681091	-286.941437	490.381287	-447.760162	750.36853	-787.031799	1252.786865	-2544.912354	4785.661133
-122.648453	230.818344	-139.865891	253.40097	-159.482574	279.147949	-181.965088	308.77124	-208.00885	343.343384	-238.724045	402.642517	-320.420624	567.367004	-441.205414	814.026611	-618.382202	1182.878784	-1555.138916	4012.171631
-118.577347	225.784622	-135.127304	247.366623	-154.019547	272.007751	-175.718018	300.41153	-200.906738	335.693024	-233.413528	399.670166	-319.789703	538.825012	-440.987335	780.264038	-614.719788	1156.733276	-2561.953125	4784.521973
-113.09137	219.32373	-128.92807	239.913147	-147.105118	263.524841	-168.10582	297.721924	-192.626953	347.856506	-243.131439	430.005798	-328.202454	591.307617	-445.388458	884.638672	-611.775757	1376.775757	-1363.971313	3867.145508
-105.88121	211.226074	-120.819191	230.694153	-138.124512	254.727386	-158.334656	295.729218	-182.207779	344.676941	-242.602219	435.623535	-325.815704	556.669617	-446.19693	725.156372	-765.395691	1161.948486	-2571.146729	4779.478516
